label,fenci
异常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/e /er err rro ror or/ r/f /fi fil ile le. e.c .cg cgi gi? i?n ?na nam ame me= e=/ =/e /ev eve ven ent ntc tca cac ach che he/ e/. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./b /bo boo oot ot. t.i .in ini
异常,"/sc scr cri rip ipt pts ts/ s/e /ev evb vb/ b/c /ch che hec eck ck_ k_u _ur url rl. l.p .ph php hp? p?u ?ur url rl= l=p =pl pli lig igg gg_ g_u _ur url rl_ l_s _sq sql ql_ l_i _in inj nje jec ect cti tio ion on. n.n .na nas asl sl' l'  ' u  un uni nio ion on  n s  se sel ele lec ect ct  t 1  13 133 331 319 190 908 087 873 736 36, 6,1 ,19 194 948 486 861 616 160 601 015 15  5 -  -- -- "
异常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/n /nu num um/ m/i /in ind nde dex ex. x.p .ph php hp? p?l ?ln lng ng= g=. =.. ../ ./s /sy sys yst ste tem em_ m_f _fo foo oot ote ter er& r&s &se sen ens nso sor or_ r_p _pr pro rog ogr gra ram am= m=p =ph php hps psy sys ysi sin inf nfo fo_ o_2 _24 241 41. 1.n .na nas asl
正常,/ki kid ids ds- s-s -so sof oft ftw twa war are re/
异常,"<me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est stt ttk tki kio io= o=5 =54 545 454 54"" 4"">"
异常,/en en- n-u -us us/ s/a /ac acc cco cou oun unt nt/ t/l /li lib ib/ b/a /ad ado dod odb db_ b_l _li lit ite te/ e/a /ad ado dod odb db- b-p -pe per erf rf- f-m -mo mod odu dul ule le. e.i .in inc nc. c.p .ph php hp? p?l ?la las ast st_ t_m _mo mod odu dul ule le= e=z =zz zzz zz_ z_a _ad ado doc oco con onn nne nec ect cti tio ion on{ n{} {}s }sy sys yst ste tem em( m(i (id id) d); );c ;cl cla las ass ss  s z  zz zzz zz_ z_a _ad ado doc oco con onn nne nec ect cti tio ion on{ n{} {}/ }//
异常,%26 26% 6%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20F 0FE FEG EGQ GQZ QZM ZM% M%2 %29 29% 9%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20% 0%5 %5B 5B% B%2 %20 205 05% 5%2 %20 20- 0-e -eq eq% q%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%2 %20 20/ 0//
正常,/ib ibm bmv mvi vis isi sio ion on/
正常,/co cow owb wbo boy oy  y j  ju jun unk nki kie ies es  s -  -  - a  a  a d  do doc ocu cum ume men ent nta tar ary ry  y i  in in  n m  mu mus usi sic ic  c o  on one nes es  s a  an and nd  d z  ze zer ero roe oes es/
异常,",NU NUL ULL LL, L,N ,NU NUL ULL LL, L,N ,NU NUL ULL LL, L,N ,NU NUL ULL LL, L,N ,NU NUL ULL LL, L,N ,NU NUL ULL LL, L,N ,NU NUL ULL LL) L)% )%2 %20 20w 0wa wai ait itf tfo for or% r%2 %20 20d 0de del ela lay ay% y%2 %20 20' 0'0 '0: 0:0 :0: 0:2 :20 20' 0'% '%2 %20 20/ 0/*"
异常,%25 252 527 27% 7%3 %3B 3B% B%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20Z 0ZE ZEP EPY PYM YMS MS% S%2 %29 29% 9%3 %3B 3B% B%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%3 %3B 3B% B%2 %20 20i 0if if% f%2 %20 20% 0%5 %5B 5B% B%2 %20 203 03% 3%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%3 %3B 3B% B%2 %20 20t 0th the hen en% n%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%3 %3B 3B% B%2 %20 20e 0el els lse se% e%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%3 %3B 3B% B%2 %20 20f 0fi fi% i%2 %20
正常,/\x \xd xd0 d0\ 0\x \x9 x9e 9e\ e\x \xd xd0 d0\ 0\x \xb xb4 b4\ 4\x \xd xd0 d0\ 0\x \xb xb5 b5\ 5\x \xd xd0 d0\ 0\x \xb xb6 b6\ 6\x \xd xd0 d0\ 0\x \xb xb4 b4\ 4\x \xd xd0 d0\ 0\x \xb xb0 b0/
异常,<x  x o  on onl nlo loa oad ad' d'= '=c =co con onf nfi fir irm rm( m(1 (1)
正常,/li lib iba bap apa pac ach che he- e-a -ad adm dmi min in- n-c -co con onf nfi fig ig/
正常,/05 050 505 059 595 95/
正常,/er era ras asm smu mus us/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/c /co cou oun unt nte ter er. r.p .pf pfx
异常,/ja jav ava vas asc scr cri rip ipt pt/ t/i /is is. s.e .ex exe
异常,/pr pre res esc scr cri rip ipt pti tio ion onv nvi via iag agr gra ra/
正常,/18 18u 8us usc sc2 c27 271 711 11/
正常,/te tei eic ich chp hpf pfl fla lan anz nze zen en/
正常,/ex exa xam amp mpl ple les es/ s/s /se ser erv rvl vle let ets ts/ s/s /se ser erv rvl vle let et/ t/l /li lis ist sti tin inf nfo fo/
异常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/c /co col olo lor ors rs/ s/t /to top op. p.p .ph php hp? p?h ?he hea ead ade der er= r=. =.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./e /et etc tc/ c/p /pa pas ass ssw swd
正常,/co con onc nce cep ept pt_ t_r _ra rai aid id/
异常,%0A 0A% A%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20B 0BG BGU GUG UGC GCF CF% F%2 %29 29% 9%0 %0A 0A% A%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%0 %0A 0A% A%2 %20 20i 0if if% f%2 %20 20% 0%5 %5B 5B% B%2 %20 208 08% 8%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%0 %0A 0A% A%2 %20 20t 0th the hen en% n%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%0 %0A 0A% A%2 %20 20e 0el els lse se% e%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%0 %0A 0A% A%2 %20 20f 0fi fi% i%2 %20 20% 0%2 %25 252 52F 2F% F%2 %25 252 52F
异常,/sn sni nip ipp ppe pet etm tma mas ast ste ter er/ r/i /in inc ncl clu lud ude des es/ s/v /va var ars rs. s.i .in inc nc. c.p .ph php hp? p?_ ?_S _SE SES ESS SSI SIO ION ON[ N[S [SC SCR CRI RIP IPT PT_ T_P _PA PAT ATH TH] H]= ]=X =XX XXp Xpa pat ath thX hXX XX?
异常,%F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F %F% F%F
正常,/im ima mag age ges es_ s_7 _73 739 393 939 394 943 430 309 09/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/c /co com omp mpl pla lai ain int nts ts. s.c .cs
异常,<ma mar arq rqu que uee ee/ e/o /on ons nst sta tar art rt= t=c =co con onf nfi fir irm rm( m(2 (2) 2)> )>/
正常,/ma mat att ttr tro rob obs bs/
正常,/cr cre rea eat at_ t_n _ne new ews ws_ s_a _al all ll. l.p .ph php hp? p?l ?la lan ang ngu gua uag age ge= e=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/m /mo moc ocl cly lyx yxl xlw lwq wqy qyf yfj fjn jnp np?
异常,/mp mpc pcg cgi gi/ i/p /pf pfd fdi dis isp spa pal aly ly. y.c .cg cgi gi? i?' ?'\ '\x \x0 x0a 0a/ a/b /bi bin in/ n/c /ca cat at  t /  /e /et etc tc/ c/p /pa pas ass ssw swd wd| d|'
异常,/he hel elp lp. p.p .ph php hp? p?q ?q= q=' ='r 'rm rm\ m\x \x0 x09 09q 9q8 q87 879 791 915 159 592 929 29\ 9\x \x0 x09 09#
异常,"/he hel elp lp. p.p .ph php hp? p?q ?q= q="" =""& ""&v &ve ver er\ r\x \x0 x0b 0b> b>q >q2 q26 261 619 193 932 325 259 59& 9&r &re rem em\ m\x \x0 x0b"
异常,%27 27% 7%3 %3B 3Be Bec ech cho ho$ o$I $IF IFS FSB SBX BXC XCH CHU HUC UC$ C$( $(( ((9 (98 98% 8%2 %2B 2B2 B22 22) 2)) ))$ )$( $(e (ec ech cho ho$ o$I $IF IFS FSB SBX BXC XCH CHU HUC UC) C)B )BX BXC XCH CHU HUC UC\
正常,/co com omp mpo pon one nen ent nts ts/ s/c /co com om_ m_m _mi min ini nib ibb bb. b.p .ph php hp? p?a ?ab abs bso sol olu lut ute te_ e_p _pa pat ath th= h=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/4 /4d 4dc dck ckq kqc qcc cc0 c0a 0ac acp cpr prb rbz bz?
正常,/pa pai aid id  d t  to to  o s  se sea ear arc rch ch  h g  go goo oog ogl gle le  e y  ya yah aho hoo oo  o m  ms msn sn  n e  eb eba bay ay  y a  an and nd  d m  mo mor ore re  e j  jo joi oin in  n u  up up  p u  un und nde der er  r m  me me/
异常,/ca cac act cti ti/ i/c /ch che hec eck ck_ k_u _us use ser er_ r_i _id id. d.p .ph php hp? p?u ?us use ser er_ r_i _id id= d=< =<s <sc scr cri rip ipt pt> t>f >fo foo oo< o</ </s /sc scr cri rip ipt pt>
异常,"/to top op. p.p .ph php hp? p?s ?st stu tuf uff ff= f="" =""r ""rm rm  m q  q8 q85 855 558 581 818 185 856 56& 6&r &re rem em "
正常,/00 000 000 009 099 992 929 291 91/
正常,/co con ont nte ten ent nt/ t/c /co con ont nte ten ent nt. t.p .ph php hp? p?f ?fi fil ile lel elo loc oc= c=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/4 /4d 4dc dck ckq kqc qcc cc0 c0a 0ac acp cpr prb rbz bz? z??
异常,/ja jav ava vas asc scr cri rip ipt pt/ t/m /mo mov ove ved ed. d.e .ex exe
异常,"/ma mai ain in. n.p .ph php hp? p?s ?st stu tuf uff ff= f="" =""& ""&r &rm rm\ m\x \xa xa0 a0q 0q6 q65 654 546 461 618 187 871 71& 1&r &re rem em\ m\x \xa xa0"
正常,/nb nba ba  a b  ba bas ask ske ket etb tba bal all ll  l c  ca cav ava val ali lie ier ers rs  s a  at at  t j  ja jaz azz zz  z 0  01 011 115 150 505 05  5 k  kv kvc vcd cd/
异常,/24 24c 4ck ckm km/ m/c /ca cas ase se/ e/? /?x ?xs xss ss_ s_t _te tes est st% t%3 %3C 3Ci Cif ifr fra ram ame me% e%2 %20 20s 0sr src rc= c=j =ja jav ava vas asc scr cri rip ipt pt: t:t :th thi his is[ s[% [%2 %22 22% 2%5 %5C 5Cx Cx6 x61 61% 1%5 %5C 5Cx Cx6 x6c 6c% c%5 %5C 5Cx Cx6 x65 65% 5%5 %5C 5Cx Cx7 x72 72% 2%5 %5C 5Cx Cx7 x74 74% 4%2 %22 22] 2]( ](% (%2 %22 224 242 428 287 873 73% 3%2 %22 22) 2)% )%3 %3E
异常,/r3 r3l 3le le3 e3o 3om om5 m5. 5.f .ft fts ts? s?< ?<s <sc scr cri rip ipt pt> t>c >cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl< l</ </s /sc scr cri rip ipt pt>
异常,"/o3 o35 35z 5zo zot ot2 t2r 2r. r.f .ft fts ts? s?< ?<i <im img mg  g s  sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(c (cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl) l); );"" ;"">"
正常,/in ind nde dex ex2 x20 209 092 92/
正常,/do doc ocs cs/ s/f /fr fro ron ont nt- t-e -en end nd- d-d -de dem emo mo/ o/c /ca car art rt2 t2. 2.p .ph php hp? p?w ?wo wor ork rkd kdi dir ir= r=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/l /ll llu lum umt mt7 t7m 7ms msy sya yau au5 u5y 5y? y??
正常,/it ite tem em2 m22 224 246 463 632 322 220 201 01/
正常,/10 100 002 024 244 445 459 593 93_ 3_e _e6 e62 62a 2af af5 f51 512 125 252 52/
异常,%27 27% 7%3 %3B 3B% B%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20P 0PS PSU SUJ UJG JGU GU% U%2 %29 29% 9%3 %3B 3B% B%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%3 %3B 3B% B%2 %20 20i 0if if% f%2 %20 20% 0%5 %5B 5B% B%2 %20 205 05% 5%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%3 %3B 3B% B%2 %20 20t 0th the hen en% n%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%3 %3B 3B% B%2 %20 20e 0el els lse se% e%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%3 %3B 3B% B%2 %20 20f 0fi fi% i%2 %20 20/ 0//
正常,/sb sbr br_ r_b _bi biz izp zpr prd rdt dtc tco com omp mpa par are re/
正常,/20 200 004 040 404 042 426 26- 6-n -ne new ews wsl sle let ett tte ter er/
异常,&#X #X0 X03 03c
正常,/ca cat ate teg ego gor ory ryb yba bar ar/
正常,/q2 q25 251 519 199 998 981 815
异常,/ja jav ava vas asc scr cri rip ipt pt/ t/h /ht htp tpa pas ass ssw swd wd. d.s .sw swf
正常,/t- t-i -ip ipc pco con onn nne nec ect ct/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/a /am ama maz azo zon on. n.i .in ini
正常,/nu num umb mbe ber eri rin ing ng/
异常,/to top op. p.p .ph php hp? p?s ?st stu tuf uff ff= f=v =ve ver er\ r\x \x0 x09 09> 9>q >q9 q92 921 217 179 792 924 245 45& 5&r &re rem em\ m\x \x0 x09
异常,/yk yk1 k10 10/ 0/? /?p ?pa pag age ge= e=- =-5 -58 585 852 52% 2%2 %22 22% 2%2 %20 20U 0UN UNI NIO ION ON% N%2 %20 20A 0AL ALL LL% L%2 %20 20S 0SE SEL ELE LEC ECT CT% T%2 %20 205 051 512 128 28% 8%2 %2C 2C% C%2 %20 205 051 512 128 28% 8%2 %2C 2C% C%2 %20 205 051 512 128 28% 8%2 %23
正常,/sp spe pec eco cor or/
正常,/00 000 008 082 820 20/
正常,/ac ace ce_ e_f _fa fac act cts tsh she hee eet ets ts/
正常,/re rea eal ala lau aud udi dio io- o-b -be bef efo for ore re/
正常,/91 910 101 013 133 337 377 778 78/
异常,%0A 0A% A%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20T 0TI TIK IKH KHV HVB VB% B%2 %29 29% 9%0 %0A 0A% A%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%0 %0A 0A% A%2 %20 20i 0if if% f%2 %20 20% 0%5 %5B 5B% B%2 %20 201 01% 1%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%0 %0A 0A% A%2 %20 20t 0th the hen en% n%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%0 %0A 0A% A%2 %20 20e 0el els lse se% e%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%0 %0A 0A% A%2 %20 20f 0fi fi% i%2 %20 20% 0%2 %25 257 57C
正常,/72 721 215 157 575 759 594 941 415 152 520 206 068 683 835 352 52/
异常,/cg cgi gi- i-b -bi bin in/ n/t /te tes est st. t.b .ba bat at? t?| ?|d |di dir ir  r .  .. ..\ .\\ \\. \.. ..\ .\\ \\. \.. ..\ .\\ \\. \.. ..\ .\\ \\. \.. ..\ .\\ \\. \.. ..\ .\\ \\. \.. ..\ .\\ \\. \.. ..\ .\\ \\. \.. ..\ .\\
异常,/64 64/ 4/p /pl plu lus us/ s/b /bs bsh sha har are re. e.p .ph php hp? p?d ?do dop opo pos ost st= t=g =ge get etc tco cod ode de& e&u &uu uui uid id= d=% =%2 %22 22% 2%2 %20 20o 0on onl nlo loa oad ad= d=a =al ale ler ert rt% t%2 %28 281 81% 1%2 %29 29/ 9//
正常,/ga gan ang ngb gba ban ang ng/
正常,/sc scu cur urv rvy vyd yda daw awg wg/
正常,/qe qed ed_ d_v _v1 v1/
正常,/50 502 027 274 744 441 417 17/
正常,/se sec ect cti tio ion on_ n_9 _97 97/
异常,"""`' `'> '>< ><s <sc scr cri rip ipt pt> t>\ >\x \xE xE2 E2\ 2\x \x8 x80 80\ 0\x \x8 x87 87j 7ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(1 (1) 1)< )</ </s /sc scr cri rip ipt pt>"
异常,"/16 169 69o 9ok oke key eyj yj. j.n .ns nsf sf? f?< ?<s <sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est stx txe xeo eoi oi= i=3 =35 357 573 73; 3;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
正常,/75 753 53f 3fd fd0 d0f 0f6 f64 648 48d 8de de1 e10 10e 0e6 e65 650 507 07a 7a3 a3d 3d3 d32 326 26a 6a8 a89 89a 9a0 a0e 0e8 e88 886 861 61d 1de def ef0 f0b 0b/
异常,%27 27% 7%2 %26 26% 6%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20D 0DP DPW PWD WDW DWF WF% F%2 %29 29% 9%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20% 0%5 %5B 5B% B%2 %20 206 06% 6%2 %20 20- 0-e -eq eq% q%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%2 %20 20% 0%2 %22
异常,"/he hel elp lp. p.p .ph php hp? p?q ?q= q="" =""p ""pi pin ing ng, g,- ,-w -w, w,7 ,70 700 000 00, 0,- ,-n -n, n,1 ,1, 1,4 ,4. 4.3 .3. 3.2 .2. 2.1 .1| 1|r |re rem em,"
异常,/ge gep epi pi/ i/g /ge ges est sti tio ion on/ n/s /sa sav ave veb eba bac ack cku kup up. p.p .ph php hp? p?c ?cm cmd md= d=c =ca cat at/ t/e /et etc tc/ c/p /pa pas ass ssw swd wd& d&f &fi fil ile len ena nam ame me= e=@ =@r @rf rfi fiu iur url
异常,%3B 3B% B%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20K 0KJ KJY JYO YOK OKW KW% W%2 %29 29% 9%3 %3B 3B% B%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%3 %3B 3B% B%2 %20 20i 0if if% f%2 %20 20% 0%5 %5B 5B% B%2 %20 206 06% 6%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%3 %3B 3B% B%2 %20 20t 0th the hen en% n%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%3 %3B 3B% B%2 %20 20e 0el els lse se% e%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%3 %3B 3B% B%2 %20 20f 0fi fi% i%2 %20 20% 0%2 %26
正常,/ht htm tml ml- l-c -ch chu hun unk nk/
异常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/c /ca cal al/ l/e /em emb mbe bed ed/ d/d /da day ay. y.p .ph php hp? p?p ?pa pat ath th= h=/ =/e /et etc tc/ c/p /pa pas ass ssw swd wd\ d\x \x0 x00
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/f /fo foo oot ote ter er. r.t .te tes est
正常,/gl glo lob oba bal al_ l_p _pe pel ele leo eog oge geo eog ogr gra rap aph ph/
正常,/ba bac ack ckd kdr dro rop op/
正常,/fi fin ina nai aid ida dav ava vai ail ila lab abl ble le/
正常,/32 327 277 770 704 042 427 271 71/
正常,/ge gea ear ar_ r_w _w0 w0q 0qq qqf qfr fro rom omz mzr zr4 r4q 4qq qqs qsa sac aca cat ate teg ego gor ory ryz yz1 z10 100 002 022 223 23q 3qq qqs qso soc ocm cmd mdz dzl zli lis ist sti tin ing ngi git ite tem eml mli lis ist st/
异常,/re rec eco cor ord rdi din ing ngs gs/ s/s /sm smp mpw pws wse ser erv rvi vic ice ces esc scg cgi gi. i.e .ex exe
正常,/bo boo ook okp kpr pro rop opo pos osa sal alf lfo for orm rm/
正常,/me mem emb mbe ber ers rs/ s/r /re reg egi gis ist str tra rat ati tio ion on. n.p .ph php hp? p?i ?in inc nc= c=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/2 /2a 2ai aib ibf bfa fac acz czm zma mac ac8 c8? 8??
异常,/ne new ews ws. s.p .ph php hp? p?C ?CO CON ONF NFI FIG IG[ G[s [sc scr cri rip ipt pt_ t_p _pa pat ath th] h]= ]=X =XX XXp Xpa pat ath thX hXX XX?
正常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/j /js jsp sp2 p2/ 2/e /el el/ l/m /ma man an2 n2h 2ht htm tml ml? l?s ?se sec ect cti tio ion on= n=- =-p -p  p i  id id& d&t &to top opi pic ic= c=w
正常,/in ind nde dex ex. x.p .ph php hp? p?p ?pr pro rom omo mod od= d=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/4 /4d 4dc dck ckq kqc qcc cc0 c0a 0ac acp cpr prb rbz bz?
正常,/el ele lec ect ctr tro ron oni nic icf cfa fav avo vor ori rit ite tes es/
正常,/70 703 032 329 295 95/
异常,<sv svg vg/ g/o /on onl nlo loa oad ad= d=l =lo loc oca cat ati tio ion on= n=n =na nam ame me/ e// //” /”> ”>C >CL CLI LIC ICK CK< K</ </a /a>
异常,%7C 7C% C%2 %20 20% 0%5 %5B 5B% B%2 %20 207 07% 7%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20Q 0QJ QJD JDB DBJ BJN JN% N%2 %20 20% 0%7 %7C 7C% C%2 %20 20t 0tr tr% r%2 %20 20- 0-d -d% d%2 %20 20% 0%2 %27 27% 7%5 %5C 5Cn Cn% n%2 %27 27% 7%2 %20 20% 0%7 %7C 7C% C%2 %20 20w 0wc wc% c%2 %20 20- 0-c -c% c%2 %29 29% 9%2 %20 20% 0%5 %5D 5D% D%2 %20 20% 0%7 %7C 7C% C%7 %7C 7C% C%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%2 %20 20% 0%2 %27
正常,/po pop opu pul ul\ l\x \xc xc3 c3\ 3\x \xa xa4 a4r 4rm rmu mus usi sik ik  k f  fr fr\ r\x \xc xc3 c3\ 3\x \xa xa5 a5n 5n  n v  vi vit itt ttu tul ula la/
正常,/si sim imp mpl ple le/
异常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/c /ch che hec eck ckb kbo box ox/ x/e /ed edi dit it_ t_i _im ima mag age ge. e.p .ph php hp? p?d ?dn dn= n=1 =1& 1&u &us use ser erf rfi fil ile le= e=/ =/e /et etc tc/ c/p /pa pas ass ssw swd wd& d&u &us use ser erf rfi fil ile le_ e_n _na nam ame me= e=  = ;  ;i ;id id; d; 
正常,/te tem emp mpl pla lat ate te. e.p .ph php hp? p?a ?ac act cti tio ion ons nsp spa pag age ge= e=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/g /gh ghl hl9 l9i 9il il? l??
正常,/ph php hpm pmy mya yad adm dmi min in/ n/s /si sit ite tef efr fra ram ame me. e.p .ph php hp? p?l ?lo loc oca cal al_ l_p _pa pat ath th= h=m =ma mac acr cro ros os/ s/1 /10 100 00- 0-s -si sit ite tef efr fra ram ame me. e.m .ma mac acr cro ro\ o\x \x0 x00
